numero,nombre,cuit,categoria,contribuyente,contacto,mail,telefono,razon,importe,fecha,nro_cuenta,ciudad
P00141,Juliana Pérez,20-01234567-4,Consultoría,Monotributista,Juliana Pérez,juliana.perez@empresa.stu,0678-9012,S.R.L,207725.0,2020-06-01,501400,San Juan
P00141,Juliana Pérez,20-01234567-4,Consultoría,Monotributista,Juliana Pérez,juliana.perez@empresa.stu,0678-9012,S.R.L,121055.0,2020-09-01,501400,San Juan
P00141,Juliana Pérez,20-01234567-4,Consultoría,Monotributista,Juliana Pérez,juliana.perez@empresa.stu,0678-9012,S.R.L,252093.0,2020-10-22,501400,San Juan
P00141,Juliana Pérez,20-01234567-4,Consultoría,Monotributista,Juliana Pérez,juliana.perez@empresa.stu,0678-9012,S.R.L,252093.0,2021-02-04,501400,San Juan
P00141,Juliana Pérez,20-01234567-4,Consultoría,Monotributista,Juliana Pérez,juliana.perez@empresa.stu,0678-9012,S.R.L,280320.0,2022-10-19,501400,San Juan
P00141,Juliana Pérez,20-01234567-4,Consultoría,Monotributista,Juliana Pérez,juliana.perez@empresa.stu,0678-9012,S.R.L,11442.0,2021-02-19,501400,San Juan
P00142,Diego Fernández,30-12345678-5,Tecnología,Responsable inscripto,Diego Fernández,diego.fernandez@empresa.uvw,0789-0123,S.A,88206.0,2020-03-05,509100,San Rafael
P00142,Diego Fernández,30-12345678-5,Tecnología,Responsable inscripto,Diego Fernández,diego.fernandez@empresa.uvw,0789-0123,S.A,103821.0,2020-06-04,509100,San Rafael
P00142,Diego Fernández,30-12345678-5,Tecnología,Responsable inscripto,Diego Fernández,diego.fernandez@empresa.uvw,0789-0123,S.A,52184.0,2020-09-04,509100,San Rafael
P00142,Diego Fernández,30-12345678-5,Tecnología,Responsable inscripto,Diego Fernández,diego.fernandez@empresa.uvw,0789-0123,S.A,85168.0,2020-10-25,509100,San Rafael
P00142,Diego Fernández,30-12345678-5,Tecnología,Responsable inscripto,Diego Fernández,diego.fernandez@empresa.uvw,0789-0123,S.A,85168.0,2021-02-07,509100,San Rafael
P00142,Diego Fernández,30-12345678-5,Tecnología,Responsable inscripto,Diego Fernández,diego.fernandez@empresa.uvw,0789-0123,S.A,34695.0,2022-10-22,509100,San Rafael
P00142,Diego Fernández,30-12345678-5,Tecnología,Responsable inscripto,Diego Fernández,diego.fernandez@empresa.uvw,0789-0123,S.A,10587.0,2022-09-22,509100,San Rafael
P00143,Mariana Gómez,27-23456789-6,Energía eólica,Monotributista,Mariana Gómez,mariana.gomez@empresa.xyz,0890-1234,S.A,255727.0,2020-03-08,501400,Posadas
P00143,Mariana Gómez,27-23456789-6,Energía eólica,Monotributista,Mariana Gómez,mariana.gomez@empresa.xyz,0890-1234,S.A,253296.0,2020-06-07,501400,Posadas
P00143,Mariana Gómez,27-23456789-6,Energía eólica,Monotributista,Mariana Gómez,mariana.gomez@empresa.xyz,0890-1234,S.A,200021.0,2020-09-07,501400,Posadas
P00143,Mariana Gómez,27-23456789-6,Energía eólica,Monotributista,Mariana Gómez,mariana.gomez@empresa.xyz,0890-1234,S.A,278387.0,2020-10-28,501400,Posadas
P00143,Mariana Gómez,27-23456789-6,Energía eólica,Monotributista,Mariana Gómez,mariana.gomez@empresa.xyz,0890-1234,S.A,278387.0,2021-02-10,501400,Posadas
P00143,Mariana Gómez,27-23456789-6,Energía eólica,Monotributista,Mariana Gómez,mariana.gomez@empresa.xyz,0890-1234,S.A,82635.0,2022-10-25,501400,Posadas
P00143,Mariana Gómez,27-23456789-6,Energía eólica,Monotributista,Mariana Gómez,mariana.gomez@empresa.xyz,0890-1234,S.A,13020.0,2022-09-25,501400,Posadas
P00144,Manuel Rodríguez,23-34567890-1,Construcción,Responsable inscripto,Manuel Rodríguez,manuel.rodriguez@empresa.def,0912-3456,S.R.L,295728.0,2020-03-11,516000,Bahía Blanca
P00144,Manuel Rodríguez,23-34567890-1,Construcción,Responsable inscripto,Manuel Rodríguez,manuel.rodriguez@empresa.def,0912-3456,S.R.L,201749.0,2020-06-10,516000,Bahía Blanca
P00144,Manuel Rodríguez,23-34567890-1,Construcción,Responsable inscripto,Manuel Rodríguez,manuel.rodriguez@empresa.def,0912-3456,S.R.L,269410.0,2020-09-10,516000,Bahía Blanca
P00144,Manuel Rodríguez,23-34567890-1,Construcción,Responsable inscripto,Manuel Rodríguez,manuel.rodriguez@empresa.def,0912-3456,S.R.L,156276.0,2020-11-01,516000,Bahía Blanca
P00144,Manuel Rodríguez,23-34567890-1,Construcción,Responsable inscripto,Manuel Rodríguez,manuel.rodriguez@empresa.def,0912-3456,S.R.L,156276.0,2021-02-13,516000,Bahía Blanca
P00144,Manuel Rodríguez,23-34567890-1,Construcción,Responsable inscripto,Manuel Rodríguez,manuel.rodriguez@empresa.def,0912-3456,S.R.L,124428.0,2021-01-28,516000,Bahía Blanca
P00144,Manuel Rodríguez,23-34567890-1,Construcción,Responsable inscripto,Manuel Rodríguez,manuel.rodriguez@empresa.def,0912-3456,S.R.L,217800.0,2022-09-28,516000,Bahía Blanca
P00145,Clara Jiménez,33-45678901-2,Agroindustria,Monotributista,Clara Jiménez,clara.jimenez@empresa.ghi,0123-6789,Cooperativa,59893.0,2020-03-14,507100,Resistencia
P00145,Clara Jiménez,33-45678901-2,Agroindustria,Monotributista,Clara Jiménez,clara.jimenez@empresa.ghi,0123-6789,Cooperativa,43682.0,2020-06-13,507100,Resistencia
P00145,Clara Jiménez,33-45678901-2,Agroindustria,Monotributista,Clara Jiménez,clara.jimenez@empresa.ghi,0123-6789,Cooperativa,228649.0,2020-09-13,507100,Resistencia
P00145,Clara Jiménez,33-45678901-2,Agroindustria,Monotributista,Clara Jiménez,clara.jimenez@empresa.ghi,0123-6789,Cooperativa,28845.0,2020-11-04,507100,Resistencia
P00145,Clara Jiménez,33-45678901-2,Agroindustria,Monotributista,Clara Jiménez,clara.jimenez@empresa.ghi,0123-6789,Cooperativa,28845.0,2021-02-16,507100,Resistencia
P00145,Clara Jiménez,33-45678901-2,Agroindustria,Monotributista,Clara Jiménez,clara.jimenez@empresa.ghi,0123-6789,Cooperativa,61059.0,2021-02-01,507100,Resistencia
P00145,Clara Jiménez,33-45678901-2,Agroindustria,Monotributista,Clara Jiménez,clara.jimenez@empresa.ghi,0123-6789,Cooperativa,268049.0,2022-10-01,507100,Resistencia
P00146,Eduardo Reyes,20-56789012-5,Tecnología,Responsable inscripto,Eduardo Reyes,eduardo.reyes@empresa.jkl,0345-6789,S.A,44782.0,2020-03-17,509100,Formosa
P00146,Eduardo Reyes,20-56789012-5,Tecnología,Responsable inscripto,Eduardo Reyes,eduardo.reyes@empresa.jkl,0345-6789,S.A,36878.0,2020-06-16,509100,Formosa
P00146,Eduardo Reyes,20-56789012-5,Tecnología,Responsable inscripto,Eduardo Reyes,eduardo.reyes@empresa.jkl,0345-6789,S.A,47698.0,2020-09-16,509100,Formosa
P00146,Eduardo Reyes,20-56789012-5,Tecnología,Responsable inscripto,Eduardo Reyes,eduardo.reyes@empresa.jkl,0345-6789,S.A,298913.0,2020-11-07,509100,Formosa
P00146,Eduardo Reyes,20-56789012-5,Tecnología,Responsable inscripto,Eduardo Reyes,eduardo.reyes@empresa.jkl,0345-6789,S.A,11442.0,2021-02-19,509100,Formosa
P00146,Eduardo Reyes,20-56789012-5,Tecnología,Responsable inscripto,Eduardo Reyes,eduardo.reyes@empresa.jkl,0345-6789,S.A,183119.0,2021-02-04,509100,Formosa
P00146,Eduardo Reyes,20-56789012-5,Tecnología,Responsable inscripto,Eduardo Reyes,eduardo.reyes@empresa.jkl,0345-6789,S.A,229698.0,2022-10-04,509100,Formosa
P00147,Laura Castillo,30-67890123-6,Energía solar,Monotributista,Laura Castillo,laura.castillo@empresa.mno,0456-7890,S.R.L,195892.0,2020-03-20,501400,Santiago del Estero
P00147,Laura Castillo,30-67890123-6,Energía solar,Monotributista,Laura Castillo,laura.castillo@empresa.mno,0456-7890,S.R.L,113452.0,2020-06-19,501400,Santiago del Estero
P00147,Laura Castillo,30-67890123-6,Energía solar,Monotributista,Laura Castillo,laura.castillo@empresa.mno,0456-7890,S.R.L,20782.0,2020-09-19,501400,Santiago del Estero
P00147,Laura Castillo,30-67890123-6,Energía solar,Monotributista,Laura Castillo,laura.castillo@empresa.mno,0456-7890,S.R.L,10509.0,2020-11-10,501400,Santiago del Estero
P00147,Laura Castillo,30-67890123-6,Energía solar,Monotributista,Laura Castillo,laura.castillo@empresa.mno,0456-7890,S.R.L,10587.0,2021-02-22,501400,Santiago del Estero
P00147,Laura Castillo,30-67890123-6,Energía solar,Monotributista,Laura Castillo,laura.castillo@empresa.mno,0456-7890,S.R.L,202693.0,2021-02-07,501400,Santiago del Estero
P00147,Laura Castillo,30-67890123-6,Energía solar,Monotributista,Laura Castillo,laura.castillo@empresa.mno,0456-7890,S.R.L,102297.0,2022-10-07,501400,Santiago del Estero
P00148,Alejandro Rivas,27-78901234-9,Transporte,Responsable inscripto,Alejandro Rivas,alejandro.rivas@empresa.pqr,0567-8901,S.A,108357.0,2020-03-23,502100,Río Cuarto
P00148,Alejandro Rivas,27-78901234-9,Transporte,Responsable inscripto,Alejandro Rivas,alejandro.rivas@empresa.pqr,0567-8901,S.A,280161.0,2020-06-22,502100,Río Cuarto
P00148,Alejandro Rivas,27-78901234-9,Transporte,Responsable inscripto,Alejandro Rivas,alejandro.rivas@empresa.pqr,0567-8901,S.A,138216.0,2020-09-22,502100,Río Cuarto
P00148,Alejandro Rivas,27-78901234-9,Transporte,Responsable inscripto,Alejandro Rivas,alejandro.rivas@empresa.pqr,0567-8901,S.A,239084.0,2020-11-13,502100,Río Cuarto
P00148,Alejandro Rivas,27-78901234-9,Transporte,Responsable inscripto,Alejandro Rivas,alejandro.rivas@empresa.pqr,0567-8901,S.A,13020.0,2021-02-25,502100,Río Cuarto
P00148,Alejandro Rivas,27-78901234-9,Transporte,Responsable inscripto,Alejandro Rivas,alejandro.rivas@empresa.pqr,0567-8901,S.A,26156.0,2021-02-10,502100,Río Cuarto
P00148,Alejandro Rivas,27-78901234-9,Transporte,Responsable inscripto,Alejandro Rivas,alejandro.rivas@empresa.pqr,0567-8901,S.A,24358.0,2022-10-10,502100,Río Cuarto
P00149,Verónica Martínez,23-89012346-2,Construcción,Monotributista,Verónica Martínez,veronica.martinez@empresa.stu,0678-9012,S.R.L,221537.0,2020-03-26,516000,Buenos Aires
P00149,Verónica Martínez,23-89012346-2,Construcción,Monotributista,Verónica Martínez,veronica.martinez@empresa.stu,0678-9012,S.R.L,164567.0,2020-06-25,516000,Buenos Aires
P00149,Verónica Martínez,23-89012346-2,Construcción,Monotributista,Verónica Martínez,veronica.martinez@empresa.stu,0678-9012,S.R.L,91071.0,2020-09-25,516000,Buenos Aires
P00149,Verónica Martínez,23-89012346-2,Construcción,Monotributista,Verónica Martínez,veronica.martinez@empresa.stu,0678-9012,S.R.L,98759.0,2020-11-16,516000,Buenos Aires
P00149,Verónica Martínez,23-89012346-2,Construcción,Monotributista,Verónica Martínez,veronica.martinez@empresa.stu,0678-9012,S.R.L,217800.0,2021-02-28,516000,Buenos Aires
P00149,Verónica Martínez,23-89012346-2,Construcción,Monotributista,Verónica Martínez,veronica.martinez@empresa.stu,0678-9012,S.R.L,295351.0,2021-02-13,516000,Buenos Aires
P00149,Verónica Martínez,23-89012346-2,Construcción,Monotributista,Verónica Martínez,veronica.martinez@empresa.stu,0678-9012,S.R.L,165797.0,2022-10-13,516000,Buenos Aires
P00150,Gabriel López,33-90123456-3,Agroindustria,Responsable inscripto,Gabriel López,gabriel.lopez@empresa.uvw,0789-0123,Cooperativa,277194.0,2020-03-29,507100,Villa María
P00150,Gabriel López,33-90123456-3,Agroindustria,Responsable inscripto,Gabriel López,gabriel.lopez@empresa.uvw,0789-0123,Cooperativa,137527.0,2020-06-28,507100,Villa María
P00150,Gabriel López,33-90123456-3,Agroindustria,Responsable inscripto,Gabriel López,gabriel.lopez@empresa.uvw,0789-0123,Cooperativa,157821.0,2020-09-28,507100,Villa María
P00150,Gabriel López,33-90123456-3,Agroindustria,Responsable inscripto,Gabriel López,gabriel.lopez@empresa.uvw,0789-0123,Cooperativa,22735.0,2020-11-19,507100,Villa María
P00150,Gabriel López,33-90123456-3,Agroindustria,Responsable inscripto,Gabriel López,gabriel.lopez@empresa.uvw,0789-0123,Cooperativa,268049.0,2021-03-01,507100,Villa María
P00150,Gabriel López,33-90123456-3,Agroindustria,Responsable inscripto,Gabriel López,gabriel.lopez@empresa.uvw,0789-0123,Cooperativa,195051.0,2021-02-16,507100,Villa María
P00150,Gabriel López,33-90123456-3,Agroindustria,Responsable inscripto,Gabriel López,gabriel.lopez@empresa.uvw,0789-0123,Cooperativa,260964.0,2022-10-16,507100,Villa María
P00038,Laura Fernández,30-98765437-1,Servicios,Monotributista,Laura Fernández,laura.fernandez@empresa.zom,8901-2345,S.R.L,,2024-06-02,509100,Buenos Aires
P00100,Gabriela Morales,30-98765437-1,Materiales,Monotributista,Gabriela Morales,gabriela.morales@empresa.zom,0123-4567,S.R.L,,2024-01-31,503100,Rio Gallegos
P00067,Estudio Jurídico S.A.,30-98765437-1,Materiales,Responsable inscripto,Estudio Jurídico,estudio.juridico@correo.com,7890-1234,S.A,,2024-05-13,509100,Santiago del Estero
P00002,Pedro González,30-98765437-1,Servicios,Monotributista,Pedro González,pedro.gonzalez@correo.zom,2345-6789,S.R.L,,2024-02-08,503100,Buenos Aires
P00092,Consultora Zeta,30-98765437-1,Servicios,Monotributista,Consultora Zeta,consultora.zeta@empresa.zom,2345-6789,S.R.L,,2024-01-19,516000,Resistencia
P00080,Consultora Beta SRL,30-98765437-1,Servicios,Monotributista,Consultora Beta,consultora.beta@correo.zom,0123-4567,S.R.L,,2024-01-12,514100,Mendoza
P00030,Constructora Beta,30-98765437-1,Servicios,Responsable inscripto,Ricardo Martínez,ricardo.martinez@empresa.zom,0123-4567,S.R.L,,2024-01-07,503100,Merlo
P00060,Roberto Pérez,30-98765437-1,Agente impositivo,Monotributista,Roberto Pérez,roberto.perez@correo.zom,0123-4567,S.R.L,,2024-02-27,503100,Buenos Aires
P00073,Andrés García,30-98765437-1,Materiales,Responsable inscripto,Andrés García,andres.garcia@correo.zom,3456-7890,S.A,,2024-06-13,509100,Cordoba
P00027,Compañía Zeta,30-98765437-1,Servicios,Responsable inscripto,Ana García,ana.garcia@empresa.com,7890-1234,S.A,,2024-02-29,514100,Rio Gallegos
P00010,Soluciones Gama,30-98765437-1,Servicios,Responsable inscripto,Javier Martínez,javier.martinez@empresa.com,0123-4567,S.R.L,,2024-01-28,514100,Buenos Aires
P00012,Proveedor Ltda.,30-98765437-1,Servicios,Responsable inscripto,Natalia Gómez,natalia.gomez@empresa.com,2345-6789,S.R.L,,2024-04-09,501400,Santiago del Estero
P00075,Servicios Alpha S.A.,30-98765437-1,Servicios,Responsable inscripto,Servicios Alpha,servicios.alpha@correo.zom,5678-9012,S.A,,2024-05-03,516000,Río Cuarto
P00005,Carlos Méndez,30-98765437-1,Servicios,Monotributista,Carlos Méndez,carlos.mendez@correo.com,5678-9012,S.A,,2024-04-14,516000,Villa Allende
P00033,Servicios & Co.,30-98765437-1,Servicios,Monotributista,Gabriela Sánchez,gabriela.sanchez@correo.zom,3456-7890,S.A,,2024-01-29,514100,Río Cuarto
P00094,Gabriela Martínez,30-98765437-1,Agente impositivo,Monotributista,Gabriela Martínez,gabriela.martinez@empresa.zom,4567-8901,S.R.L,,2024-03-21,503100,San Rafael
P00079,Ana Morales,30-98765437-1,Agente impositivo,Responsable inscripto,Ana Morales,ana.morales@correo.zom,9012-3456,S.A.A,,2024-05-21,509100,Rio Gallegos
P00072,Estudio Consultores,30-98765437-1,Servicios,Monotributista,Estudio Consultores,estudio.consultores@empresa.zom,2345-6789,S.R.L,,2024-02-06,506100,Formosa
P00082,Gabriela Torres,30-98765437-1,Servicios,Monotributista,Gabriela Torres,gabriela.torres@correo.com,2345-6789,S.R.L,,2024-02-15,503100,Bahía Blanca
P00054,Claudia Ruiz,30-98765437-1,Materiales,Monotributista,Claudia Ruiz,claudia.ruiz@empresa.zom,4567-8901,S.R.L,,2024-01-08,503100,San Luis
P00043,Ricardo García,30-98765437-1,Agente impositivo,Monotributista,Ricardo García,ricardo.garcia@empresa.zom,3456-7890,S.A,,2024-04-15,506100,Buenos Aires
P00049,Mariana García,30-98765437-1,Agente impositivo,Responsable inscripto,Mariana García,mariana.garcia@correo.com,9012-3456,S.A,,2024-02-23,506100,Mendoza
P00065,Servicios Beta,30-98765437-1,Materiales,Responsable inscripto,Laura Gómez,laura.gomez@empresa.zom,5678-9012,S.A,,2024-01-05,503100,Rosario
P00034,Empresas SRL,30-98765437-1,Materiales,Responsable inscripto,Ana López,ana.lopez@empresa.zom,4567-8901,S.R.L,,2024-03-02,516000,Junín
P00099,Servicios Repuestos,30-98765437-1,Servicios,Responsable inscripto,Servicios Repuestos,servicios.repuestos@correo.com,9012-3456,S.A,,2024-06-03,501400,Oberá
P00057,Consultora Beta,30-98765437-1,Agente impositivo,Responsable inscripto,Consultora Beta,consultora.beta@empresa.zom,7890-1234,S.A,,2024-04-12,514100,Rafaela
P00055,Servicios Alpha,30-98765437-1,Servicios,Responsable inscripto,Servicios Alpha,servicios.alpha@correo.zom,5678-9012,S.A,,2024-03-15,506100,Rawson
P00097,Proveedora Consultora,30-98765437-1,Servicios,Responsable inscripto,Proveedora Consultora,proveedora.consultora@empresa.zom,7890-1234,S.A.A,,2024-03-16,514100,Mendoza
P00008,Compañía Beta,30-98765437-1,Agente impositivo,Monotributista,Laura Martínez,laura.martinez@empresa.zom,8901-2345,S.R.L,,2024-06-12,506100,Buenos Aires
P00085,Estudio Consultores,30-98765437-1,Materiales,Responsable inscripto,Estudio Consultores,estudio.consultores@correo.com,5678-9012,S.A.A,,2024-06-09,514100,Río Cuarto
P00018,Consultora Zeta,30-98765437-1,Servicios,Responsable inscripto,Laura Sánchez,laura.sanchez@empresa.zom,8901-2345,S.R.L,,2024-01-03,501400,San Juan
P00070,Mariana López,30-98765437-1,Servicios,Monotributista,Mariana López,mariana.lopez@correo.zom,0123-4567,S.R.L,,2024-03-11,501400,Jujuy
P00056,Repuestos S.A.,30-98765437-1,Materiales,Monotributista,Roberto Díaz,roberto.diaz@correo.zom,6789-0123,S.R.L,,2024-05-02,509100,Rio Gallegos
P00004,Servicios AB,30-98765437-1,Agente impositivo,Responsable inscripto,Laura Ruiz,laura.ruiz@correo.zom,4567-8901,S.R.L,,2024-03-09,509100,San Nicolás
P00083,Proveedora Gamma,30-98765437-1,Materiales,Responsable inscripto,Proveedora Gamma,proveedora.gamma@empresa.zom,3456-7890,S.A,,2024-02-16,506100,Buenos Aires
P00074,Proveedora SRL,30-98765437-1,Agente impositivo,Monotributista,Proveedora SRL,proveedora.srl@correo.zom,4567-8901,S.R.L,,2024-05-10,514100,Viedma
P00073,Andrés García,30-98765437-1,Materiales,Responsable inscripto,Andrés García,andres.garcia@correo.zom,3456-7890,S.A,,2024-03-18,509100,San Fernando
P00037,Distribuciones AB,30-98765437-1,Materiales,Responsable inscripto,Gabriela Ruiz,gabriela.ruiz@correo.com,7890-1234,S.A,,2024-03-08,506100,San Juan
P00014,Estudio Jurídico Alfa,30-98765437-1,Materiales,Responsable inscripto,María Hernández,maria.hernandez@correo.com,4567-8901,S.R.L,,2024-01-15,506100,Rio Gallegos
P00076,Repuestos Beta S.A.,30-98765437-1,Servicios,Monotributista,Repuestos Beta,repuestos.beta@empresa.zom,6789-0123,S.R.L,,2024-05-10,501400,Buenos Aires
P00095,Servicios Consultores,30-98765437-1,Servicios,Responsable inscripto,Servicios Consultores,servicios.consultores@correo.com,5678-9012,S.A,,2024-06-28,506100,Oberá
P00036,Consultora S.A.,30-98765437-1,Servicios,Responsable inscripto,Marcela Martínez,marcela.martinez@empresa.zom,6789-0123,S.R.L,,2024-01-04,503100,Buenos Aires
P00068,Roberto Morales,30-98765437-1,Agente impositivo,Monotributista,Roberto Morales,roberto.morales@correo.zom,8901-2345,S.R.L,,2024-03-27,514100,Merlo
P00060,Roberto Pérez,30-98765437-1,Agente impositivo,Monotributista,Roberto Pérez,roberto.perez@correo.zom,0123-4567,S.R.L,,2024-01-06,506100,Santiago del Estero
P00074,Proveedora SRL,30-98765437-1,Agente impositivo,Monotributista,Proveedora SRL,proveedora.srl@correo.zom,4567-8901,S.R.L,,2024-06-04,514100,La Plata
P00081,Estudio Jurídico Zeta,30-98765437-1,Servicios,Responsable inscripto,Estudio Jurídico,estudio.zeta@correo.zom,1234-5678,S.A,,2024-02-11,501400,Merlo
P00026,Carlos López,30-98765437-1,Materiales,Monotributista,Carlos López,carlos.lopez@correo.com,6789-0123,S.R.L,,2024-01-09,509100,San Fernando
P00086,Ana Gómez,30-98765437-1,Servicios,Monotributista,Ana Gómez,ana.gomez@empresa.zom,6789-0123,S.R.L,,2024-06-14,516000,Oberá
P00081,Estudio Jurídico Zeta,30-98765437-1,Servicios,Responsable inscripto,Estudio Jurídico,estudio.zeta@correo.zom,1234-5678,S.A,,2024-04-01,501400,Buenos Aires
P00009,Fernando Gómez,30-98765437-1,Materiales,Responsable inscripto,Fernando Gómez,fernando.gomez@correo.zom,9012-3456,S.A,,2024-01-20,509100,Buenos Aires
P00007,Ana Sánchez,30-98765437-1,Servicios,Responsable inscripto,Ana Sánchez,ana.sanchez@correo.com,7890-1234,S.A,,2024-05-06,503100,General Roca
P00044,Grupo Beta,30-98765437-1,Servicios,Responsable inscripto,María Rodríguez,maria.rodriguez@correo.zom,4567-8901,S.R.L,,2024-03-20,509100,Rosario
P00024,Mariana Rodríguez,30-98765437-1,Servicios,Monotributista,Mariana Rodríguez,mariana.rodriguez@correo.zom,4567-8901,S.R.L,,2024-04-02,503100,Luján
P00086,Ana Gómez,30-98765437-1,Servicios,Monotributista,Ana Gómez,ana.gomez@empresa.zom,6789-0123,S.R.L,,2024-02-28,516000,Resistencia
P00077,Javier Rodríguez,30-98765437-1,Servicios,Responsable inscripto,Javier Rodríguez,javier.rodriguez@correo.com,7890-1234,S.A,,2024-03-22,503100,Luján
P00076,Repuestos Beta S.A.,30-98765437-1,Servicios,Monotributista,Repuestos Beta,repuestos.beta@empresa.zom,6789-0123,S.R.L,,2024-04-18,501400,Mendoza
P00063,Grupo SRL,30-98765437-1,Agente impositivo,Responsable inscripto,Grupo SRL,grupo.srl@empresa.zom,3456-7890,S.R.L,,2024-02-22,516000,Rafaela
P00015,Rosa Pérez,30-98765437-1,Agente impositivo,Responsable inscripto,Rosa Pérez,rosa.perez@correo.zom,5678-9012,S.A,,2024-05-24,509100,Rosario
P00011,Javier López,30-98765437-1,Agente impositivo,Monotributista,Javier López,javier.lopez@correo.zom,1234-5678,S.A,,2024-06-04,516000,Rafaela
P00059,Proveedores SRL,30-98765437-1,Servicios,Responsable inscripto,Proveedores SRL,proveedores.srl@empresa.zom,9012-3456,S.R.L,,2024-01-29,501400,Mendoza
P00017,Julio Fernández,30-98765437-1,Materiales,Monotributista,Julio Fernández,julio.fernandez@correo.zom,7890-1234,S.A,,2024-05-01,516000,Trelew
P00045,Compañía Zeta,30-98765437-1,Materiales,Monotributista,Gabriela Torres,gabriela.torres@empresa.com,5678-9012,S.A,,2024-06-29,514100,Buenos Aires
P00020,Juegos del Norte,30-98765437-1,Materiales,Responsable inscripto,Pablo Fernández,pablo.fernandez@empresa.zom,0123-4567,S.R.L,,2024-03-17,506100,Oberá
P00021,Distribuciones ABC,30-98765437-1,Servicios,Monotributista,Francisco Gómez,francisco.gomez@correo.zom,1234-5678,S.A,,2024-05-06,509100,Junín
P00069,Proveedores Beta,30-98765437-1,Servicios,Responsable inscripto,Proveedores Beta,proveedores.beta@empresa.zom,9012-3456,S.A,,2024-06-21,516000,Rosario
P00097,Proveedora Consultora,30-98765437-1,Servicios,Responsable inscripto,Proveedora Consultora,proveedora.consultora@empresa.zom,7890-1234,S.A.A,,2024-06-30,514100,General Roca
P00087,Consultora Zeta SRL,30-98765437-1,Servicios,Responsable inscripto,Consultora Zeta,consultora.zeta@correo.zom,7890-1234,S.R.L,,2024-03-06,501400,San Fernando
P00012,Proveedor Ltda.,30-98765437-1,Servicios,Responsable inscripto,Natalia Gómez,natalia.gomez@empresa.com,2345-6789,S.R.L,,2024-06-03,501400,Buenos Aires
P00023,Inversiones Sigma,30-98765437-1,Servicios,Responsable inscripto,Carlos Jiménez,carlos.jimenez@empresa.com,3456-7890,S.A,,2024-01-12,501400,Chaco
P00019,Ana López,30-98765437-1,Servicios,Responsable inscripto,Ana López,ana.lopez@correo.com,9012-3456,S.A,,2024-04-06,503100,Buenos Aires
P00082,Gabriela Torres,30-98765437-1,Servicios,Monotributista,Gabriela Torres,gabriela.torres@correo.com,2345-6789,S.R.L,,2024-05-16,503100,Viedma
P00085,Estudio Consultores,30-98765437-1,Materiales,Responsable inscripto,Estudio Consultores,estudio.consultores@correo.com,5678-9012,S.A.A,,2024-02-09,514100,Cordoba
P00077,Javier Rodríguez,30-98765437-1,Servicios,Responsable inscripto,Javier Rodríguez,javier.rodriguez@correo.com,7890-1234,S.A,,2024-04-20,503100,San Martín
P00093,Servicios Proveedores,30-98765437-1,Servicios,Responsable inscripto,Servicios Proveedores,servicios.proveedores@correo.zom,3456-7890,S.A,,2024-01-09,501400,Rafaela
P00083,Proveedora Gamma,30-98765437-1,Materiales,Responsable inscripto,Proveedora Gamma,proveedora.gamma@empresa.zom,3456-7890,S.A,,2024-02-12,506100,Gualeguaychú
P00003,Empresa XYZ,30-98765437-1,Materiales,Responsable inscripto,María López,maria.lopez@empresa.com,3456-7890,S.A,,2024-01-18,506100,San Fernando del Valle de Catamarca
P00051,Gabriela Morales,30-98765437-1,Materiales,Responsable inscripto,Gabriela Morales,gabriela.morales@correo.zom,1234-5678,S.A,,2024-03-17,514100,Rosario
P00078,Servicios Gamma S.A.,30-98765437-1,Materiales,Monotributista,Servicios Gamma,servicios.gamma@correo.zom,8901-2345,S.R.L,,2024-04-08,506100,Río Grande
P00058,Alejandro Martínez,30-98765437-1,Servicios,Monotributista,Alejandro Martínez,alejandro.martinez@correo.com,8901-2345,S.R.L,,2024-02-19,516000,Río Grande
P00064,Consultora S.A.S.,30-98765437-1,Servicios,Monotributista,Consultora S.A.S.,consultora@correo.com,4567-8901,S.R.L,,2024-02-29,501400,Río Cuarto
P00033,Servicios & Co.,30-98765437-1,Servicios,Monotributista,Gabriela Sánchez,gabriela.sanchez@correo.zom,3456-7890,S.A,,2024-03-29,514100,Gualeguaychú
P00006,Grupo Alfa,30-98765437-1,Servicios,Responsable inscripto,Alberto Fernández,alberto.fernandez@empresa.zom,6789-0123,S.R.L,,2024-01-09,501400,San Pedro
P00093,Servicios Proveedores,30-98765437-1,Servicios,Responsable inscripto,Servicios Proveedores,servicios.proveedores@correo.zom,3456-7890,S.A,,2024-06-27,501400,Calafate
P00040,Javier Martínez,30-98765437-1,Materiales,Responsable inscripto,Javier Martínez,javier.martinez@correo.com,0123-4567,S.R.L,,2024-03-18,516000,Rosario
P00061,Servicios Zeta S.A.,30-98765437-1,Servicios,Responsable inscripto,Servicios Zeta,servicios.zeta@empresa.com,1234-5678,S.A,,2024-02-14,509100,Buenos Aires
P00052,Pedro Sánchez,30-98765437-1,Agente impositivo,Monotributista,Pedro Sánchez,pedro.sanchez@correo.zom,2345-6789,S.R.L,,2024-02-18,516000,Villa María
P00079,Ana Morales,30-98765437-1,Agente impositivo,Responsable inscripto,Ana Morales,ana.morales@correo.zom,9012-3456,S.A.A,,2024-05-30,509100,Buenos Aires
P00009,Fernando Gómez,30-98765437-1,Materiales,Responsable inscripto,Fernando Gómez,fernando.gomez@correo.zom,9012-3456,S.A,,2024-03-06,509100,Luján
