numero,nombre,tipo,contacto,mail,telefono,razon,contribuyente,cuit,fecha,activo,frecuencia,importe,nro_cuenta,pais
D00132,VíaVerde,Campaña,Contacto RCO,eco@viaverde.com,(+)56 9 8765 4321,S.R.L,Responsable Inscripto,27-78434109-9,2021-02-01,False,Mensual,262362.0,405100,Chile
D00135,Logística Global S.R.L.,Campaña,Contacto ALG,global@logisticaglobal.com,(+)56 9 7654 3210,S.R.L,Monotributista,20-98765432-1,2020-01-01,True,Bimestral,268395.0,405100,Chile
D00111,Futuro Corporativo,Empresa,Contacto E,futurocorporativo@mail.com,(+)595 5380-3426,S.A.S,Monotributista,27-23783266-6,2019-02-12,True,Mensual,615923.0,403103,Paraguay
D00110,Apoyo Logistico S.A.,Empresa,Contacto GH,apoyologisticosa@mail.com,(595) 5030-0105,S.A,Responsable Inscripto,29-01265476-14,2020-02-05,False,Trimestral,194895.0,403103,Paraguay
D00133,Energía Futuro S.A.,Empresa,Contacto AEF,maria.lopez@energiasfuturo.com,(+)55 21 9876 5432,S.A,Responsable Inscripto,30-67891234-7,2022-01-01,False,Mensual,59924.0,405100,Brasil
D00132,VíaVerde,Campaña,Contacto RCO,eco@viaverde.com,(+)56 9 8765 4321,S.R.L,Responsable Inscripto,27-78434109-9,2021-02-01,False,Mensual,523067.0,405100,Chile
D00113,Proyecto Gubernamental,Estado,Contacto E,proyectogubernamental@mail.com,(+)598 5550-9219,GOB,Exento,29-75196406-1,2022-01-21,True,Mensual,486856.0,404100,Uruguay
D00117,Automoviles Full,Empresa,Contacto VS,afull@mail.com,(+)598 5550-9221,S.A,Responsable Inscripto,21-38712356-4,2020-01-24,False,Mensual,299187.0,403103,Uruguay
D00111,Futuro Corporativo,Empresa,Contacto E,futurocorporativo@mail.com,(+)595 5380-3426,S.A.S,Monotributista,27-23783266-6,2019-02-12,True,Mensual,282999.0,403103,Paraguay
D00137,TecnoAvanzado S.R.L.,Tecnología,Contacto ATS,roberto.sanchez@tecnoavanzado.com,(+)54 9 11 6543 2109,S.R.L,Monotributista,20-22334455-6,2022-05-06,True,Mensual,46148.0,405100,Argentina
D00115,Mercado Popular,Campaña,Contacto VDS,mercadopopular@example.com,(+)55 5550-9219,S.A.S,Monotributista,24-34193456-2,2020-12-22,True,Bimestral,43728.0,405100,Brasil
D00109,Innovatech Solutions,Estado,Contacto B,innovatechsolutions@mail.com,(+)54 5263-2378,S.A,Exento,24-56588769-6,2019-09-08,True,Bimestral,505685.0,404100,Argentina
D00113,Proyecto Gubernamental,Estado,Contacto E,proyectogubernamental@mail.com,(+)598 5550-9219,GOB,Exento,29-75196406-1,2022-01-21,True,Mensual,298046.0,404100,Uruguay
D00117,Automoviles Full,Empresa,Contacto VS,afull@mail.com,(+)598 5550-9221,S.A,Responsable Inscripto,21-38712356-4,2020-01-24,False,Mensual,361284.0,403103,Uruguay
D00132,VíaVerde,Campaña,Contacto RCO,eco@viaverde.com,(+)56 9 8765 4321,S.R.L,Responsable Inscripto,27-78434109-9,2021-02-01,False,Mensual,534547.0,405100,Chile
D00133,Energía Futuro S.A.,Empresa,Contacto AEF,maria.lopez@energiasfuturo.com,(+)55 21 9876 5432,S.A,Responsable Inscripto,30-67891234-7,2022-01-01,False,Mensual,46713.0,405100,Brasil
D00135,Logística Global S.R.L.,Campaña,Contacto ALG,global@logisticaglobal.com,(+)56 9 7654 3210,S.R.L,Monotributista,20-98765432-1,2020-01-01,True,Bimestral,694300.0,405100,Chile
D00141,Apoyo Social Universal,Estado,Contacto AK,apoyosocialuniversal@example.com,(+)54 9 11 8765 5588,GOB,Exento,30-33675566-8,2021-01-01,False,Trimestral,40212.0,405100,Argentina
D00111,Futuro Corporativo,Empresa,Contacto E,futurocorporativo@mail.com,(+)595 5380-3426,S.A.S,Monotributista,27-23783266-6,2019-02-12,True,Mensual,693094.0,403103,Paraguay
D00137,TecnoAvanzado S.R.L.,Tecnología,Contacto ATS,roberto.sanchez@tecnoavanzado.com,(+)54 9 11 6543 2109,S.R.L,Monotributista,20-22334455-6,2022-05-06,True,Mensual,23153.0,405100,Argentina
D00122,El Parque SRL,Empresa,Contacto ASD,parque@mail.com,(+)591 5550-9224,S.R.L,Responsable Inscripto,24-78912356-7,2018-01-01,True,Semestral,30913.0,403103,Bolivia
D00132,VíaVerde,Campaña,Contacto RCO,eco@viaverde.com,(+)56 9 8765 4321,S.R.L,Responsable Inscripto,27-78434109-9,2021-02-01,False,Mensual,307194.0,405100,Chile
D00133,Energía Futuro S.A.,Empresa,Contacto AEF,maria.lopez@energiasfuturo.com,(+)55 21 9876 5432,S.A,Responsable Inscripto,30-67891234-7,2022-01-01,False,Mensual,59286.0,405100,Brasil
D00113,Proyecto Gubernamental,Estado,Contacto E,proyectogubernamental@mail.com,(+)598 5550-9219,GOB,Exento,29-75196406-1,2022-01-21,True,Mensual,171034.0,404100,Uruguay
D00117,Automoviles Full,Empresa,Contacto VS,afull@mail.com,(+)598 5550-9221,S.A,Responsable Inscripto,21-38712356-4,2020-01-24,False,Mensual,375092.0,403103,Uruguay
D00111,Futuro Corporativo,Empresa,Contacto E,futurocorporativo@mail.com,(+)595 5380-3426,S.A.S,Monotributista,27-23783266-6,2019-02-12,True,Mensual,54677.0,403103,Paraguay
D00133,Energía Futuro S.A.,Empresa,Contacto AEF,maria.lopez@energiasfuturo.com,(+)55 21 9876 5432,S.A,Responsable Inscripto,30-67891234-7,2022-01-01,False,Mensual,89666.0,405100,Brasil
D00137,TecnoAvanzado S.R.L.,Tecnología,Contacto ATS,roberto.sanchez@tecnoavanzado.com,(+)54 9 11 6543 2109,S.R.L,Monotributista,20-22334455-6,2022-05-06,True,Mensual,83712.0,405100,Argentina
D00110,Apoyo Logistico S.A.,Empresa,Contacto GH,apoyologisticosa@mail.com,(595) 5030-0105,S.A,Responsable Inscripto,29-01265476-14,2020-02-05,False,Trimestral,157365.0,403103,Paraguay
D00132,VíaVerde,Campaña,Contacto RCO,eco@viaverde.com,(+)56 9 8765 4321,S.R.L,Responsable Inscripto,27-78434109-9,2021-02-01,False,Mensual,462809.0,405100,Chile
D00112,Global Energies S.A.,Estado,Contacto A,globalenergiess.a.@example.net,(+)598 5503-7127,S.R.L,Responsable Inscripto,25-36901514-8,2019-08-13,True,Anual,747805.0,404100,Uruguay
D00113,Proyecto Gubernamental,Estado,Contacto E,proyectogubernamental@mail.com,(+)598 5550-9219,GOB,Exento,29-75196406-1,2022-01-21,True,Mensual,587146.0,404100,Uruguay
D00109,Innovatech Solutions,Estado,Contacto B,innovatechsolutions@mail.com,(+)54 5263-2378,S.A,Exento,24-56588769-6,2019-09-08,True,Bimestral,547634.0,404100,Argentina
D00117,Automoviles Full,Empresa,Contacto VS,afull@mail.com,(+)598 5550-9221,S.A,Responsable Inscripto,21-38712356-4,2020-01-24,False,Mensual,378265.0,403103,Uruguay
D00115,Mercado Popular,Campaña,Contacto VDS,mercadopopular@example.com,(+)55 5550-9219,S.A.S,Monotributista,24-34193456-2,2020-12-22,True,Bimestral,108254.0,405100,Brasil
D00135,Logística Global S.R.L.,Campaña,Contacto ALG,global@logisticaglobal.com,(+)56 9 7654 3210,S.R.L,Monotributista,20-98765432-1,2020-01-01,True,Bimestral,676067.0,405100,Chile
D00111,Futuro Corporativo,Empresa,Contacto E,futurocorporativo@mail.com,(+)595 5380-3426,S.A.S,Monotributista,27-23783266-6,2019-02-12,True,Mensual,319808.0,403103,Paraguay
D00137,TecnoAvanzado S.R.L.,Tecnología,Contacto ATS,roberto.sanchez@tecnoavanzado.com,(+)54 9 11 6543 2109,S.R.L,Monotributista,20-22334455-6,2022-05-06,True,Mensual,55339.0,405100,Argentina
D00133,Energía Futuro S.A.,Empresa,Contacto AEF,maria.lopez@energiasfuturo.com,(+)55 21 9876 5432,S.A,Responsable Inscripto,30-67891234-7,2022-01-01,False,Mensual,81847.0,405100,Brasil
D00113,Proyecto Gubernamental,Estado,Contacto E,proyectogubernamental@mail.com,(+)598 5550-9219,GOB,Exento,29-75196406-1,2022-01-21,True,Mensual,417361.0,404100,Uruguay
D00132,VíaVerde,Campaña,Contacto RCO,eco@viaverde.com,(+)56 9 8765 4321,S.R.L,Responsable Inscripto,27-78434109-9,2021-02-01,False,Mensual,434394.0,405100,Chile
D00117,Automoviles Full,Empresa,Contacto VS,afull@mail.com,(+)598 5550-9221,S.A,Responsable Inscripto,21-38712356-4,2020-01-24,False,Mensual,398047.0,403103,Uruguay
D00140,EcoTransporte S.A.,Estado,Contacto AET,fernando.lopez@ecotransporte.com,(+)54 9 11 8765 4321,S.A,Exento,30-33445566-7,2022-01-04,False,Semestral,444382.0,405100,Argentina
D00141,Apoyo Social Universal,Estado,Contacto AK,apoyosocialuniversal@example.com,(+)54 9 11 8765 5588,GOB,Exento,30-33675566-8,2021-01-01,False,Trimestral,64932.0,405100,Argentina
D00108,Iniciativa Solidaria,Empresa,Contacto C,iniciativasolidaria@mail.com,(+)55 5747-7433,S.A.S,Monotributista,24-91224120-6,2022-04-10,False,Bimestral,281342.0,404100,Brasil
D00111,Futuro Corporativo,Empresa,Contacto E,futurocorporativo@mail.com,(+)595 5380-3426,S.A.S,Monotributista,27-23783266-6,2019-02-12,True,Mensual,626970.0,403103,Paraguay
D00133,Energía Futuro S.A.,Empresa,Contacto AEF,maria.lopez@energiasfuturo.com,(+)55 21 9876 5432,S.A,Responsable Inscripto,30-67891234-7,2022-01-01,False,Mensual,83619.0,405100,Brasil
D00137,TecnoAvanzado S.R.L.,Tecnología,Contacto ATS,roberto.sanchez@tecnoavanzado.com,(+)54 9 11 6543 2109,S.R.L,Monotributista,20-22334455-6,2022-05-06,True,Mensual,65179.0,405100,Argentina
D00132,VíaVerde,Campaña,Contacto RCO,eco@viaverde.com,(+)56 9 8765 4321,S.R.L,Responsable Inscripto,27-78434109-9,2021-02-01,False,Mensual,291606.0,405100,Chile
D00109,Innovatech Solutions,Estado,Contacto B,innovatechsolutions@mail.com,(+)54 5263-2378,S.A,Exento,24-56588769-6,2019-09-08,True,Bimestral,662880.0,404100,Argentina
D00115,Mercado Popular,Campaña,Contacto VDS,mercadopopular@example.com,(+)55 5550-9219,S.A.S,Monotributista,24-34193456-2,2020-12-22,True,Bimestral,53331.0,405100,Brasil
D00113,Proyecto Gubernamental,Estado,Contacto E,proyectogubernamental@mail.com,(+)598 5550-9219,GOB,Exento,29-75196406-1,2022-01-21,True,Mensual,279196.0,404100,Uruguay
D00117,Automoviles Full,Empresa,Contacto VS,afull@mail.com,(+)598 5550-9221,S.A,Responsable Inscripto,21-38712356-4,2020-01-24,False,Mensual,529570.0,403103,Uruguay
D00135,Logística Global S.R.L.,Campaña,Contacto ALG,global@logisticaglobal.com,(+)56 9 7654 3210,S.R.L,Monotributista,20-98765432-1,2020-01-01,True,Bimestral,727911.0,405100,Chile
D00110,Apoyo Logistico S.A.,Empresa,Contacto GH,apoyologisticosa@mail.com,(595) 5030-0105,S.A,Responsable Inscripto,29-01265476-14,2020-02-05,False,Trimestral,156809.0,403103,Paraguay
D00111,Futuro Corporativo,Empresa,Contacto E,futurocorporativo@mail.com,(+)595 5380-3426,S.A.S,Monotributista,27-23783266-6,2019-02-12,True,Mensual,364686.0,403103,Paraguay
D00137,TecnoAvanzado S.R.L.,Tecnología,Contacto ATS,roberto.sanchez@tecnoavanzado.com,(+)54 9 11 6543 2109,S.R.L,Monotributista,20-22334455-6,2022-05-06,True,Mensual,173595.0,405100,Argentina
D00121,Ministerio de Acción Comunitaria,Estado,Contacto ZVS,accióncomunitaria@mail.com,(+)56 5550-9223,GOB,Exento,34-01712356-6,2018-01-26,True,Anual,135999.0,404100,Chile
D00132,VíaVerde,Campaña,Contacto RCO,eco@viaverde.com,(+)56 9 8765 4321,S.R.L,Responsable Inscripto,27-78434109-9,2021-02-01,False,Mensual,217008.0,405100,Chile
D00113,Proyecto Gubernamental,Estado,Contacto E,proyectogubernamental@mail.com,(+)598 5550-9219,GOB,Exento,29-75196406-1,2022-01-21,True,Mensual,706918.0,404100,Uruguay
D00133,Energía Futuro S.A.,Empresa,Contacto AEF,maria.lopez@energiasfuturo.com,(+)55 21 9876 5432,S.A,Responsable Inscripto,30-67891234-7,2022-01-01,False,Mensual,166344.0,405100,Brasil
D00117,Automoviles Full,Empresa,Contacto VS,afull@mail.com,(+)598 5550-9221,S.A,Responsable Inscripto,21-38712356-4,2020-01-24,False,Mensual,572356.0,403103,Uruguay
D00115,Mercado Popular,Campaña,Contacto VDS,mercadopopular@example.com,(+)55 5550-9219,S.A.S,Monotributista,24-34193456-2,2020-12-22,True,Bimestral,156418.0,405100,Brasil
D00111,Futuro Corporativo,Empresa,Contacto E,futurocorporativo@mail.com,(+)595 5380-3426,S.A.S,Monotributista,27-23783266-6,2019-02-12,True,Mensual,631303.0,403103,Paraguay
D00108,Iniciativa Solidaria,Empresa,Contacto C,iniciativasolidaria@mail.com,(+)55 5747-7433,S.A.S,Monotributista,24-91224120-6,2022-04-10,False,Bimestral,383818.0,404100,Brasil
D00132,VíaVerde,Campaña,Contacto RCO,eco@viaverde.com,(+)56 9 8765 4321,S.R.L,Responsable Inscripto,27-78434109-9,2021-02-01,False,Mensual,592642.0,405100,Chile
D00137,TecnoAvanzado S.R.L.,Tecnología,Contacto ATS,roberto.sanchez@tecnoavanzado.com,(+)54 9 11 6543 2109,S.R.L,Monotributista,20-22334455-6,2022-05-06,True,Mensual,116913.0,405100,Argentina
D00133,Energía Futuro S.A.,Empresa,Contacto AEF,maria.lopez@energiasfuturo.com,(+)55 21 9876 5432,S.A,Responsable Inscripto,30-67891234-7,2022-01-01,False,Mensual,174132.0,405100,Brasil
D00113,Proyecto Gubernamental,Estado,Contacto E,proyectogubernamental@mail.com,(+)598 5550-9219,GOB,Exento,29-75196406-1,2022-01-21,True,Mensual,385281.0,404100,Uruguay
D00116,Universidad del Sur,Empresa,Contacto V,universidadds@mail.com,(+)51 5550-9220,S.A,Responsable Inscripto,29-38793456-3,2018-12-23,True,Anual,58332.0,403103,Perú
D00117,Automoviles Full,Empresa,Contacto VS,afull@mail.com,(+)598 5550-9221,S.A,Responsable Inscripto,21-38712356-4,2020-01-24,False,Mensual,280450.0,403103,Uruguay
D00109,Innovatech Solutions,Estado,Contacto B,innovatechsolutions@mail.com,(+)54 5263-2378,S.A,Exento,24-56588769-6,2019-09-08,True,Bimestral,257499.0,404100,Argentina
D00129,Corporación NovaTech,Empresa,Contacto ATEC,gerencia@novatech.com,(+)57 300 123 4567,S.A,Responsable Inscripto,30-98765432-1,2023-01-01,True,Mensual,298586.0,403103,Colombia
D00131,InnovaLogix S.A.,Campaña,Contacto IT,carla.fernandez@innovalogix.com,(+)55 301 234 5678,S.A,Exento,27-65432109-8,2023-01-01,True,Bimestral,329958.0,405100,Brasil
D00134,Energía Sustentable S.A.,Campaña,Contacto AES,maria.lopez@energiasustentable.com,(+)55 21 9876 5432,S.A,Responsable Inscripto,33-12345678-9,2023-01-01,False,Mensual,356962.0,405100,Brasil
D00135,Logística Global S.R.L.,Campaña,Contacto ALG,global@logisticaglobal.com,(+)56 9 7654 3210,S.R.L,Monotributista,20-98765432-1,2020-01-01,True,Bimestral,538554.0,405100,Chile
D00141,Apoyo Social Universal,Estado,Contacto AK,apoyosocialuniversal@example.com,(+)54 9 11 8765 5588,GOB,Exento,30-33675566-8,2021-01-01,False,Trimestral,81503.0,405100,Argentina
D00130,Servicios Plus,Empresa,Contacto AT,luis.gonzalez@ecoplus.com,(+)57 301 234 5678,S.A.S,Responsable Inscripto,30-45765232-2,2023-02-01,True,Mensual,86419.0,405100,Colombia
D00133,Energía Futuro S.A.,Empresa,Contacto AEF,maria.lopez@energiasfuturo.com,(+)55 21 9876 5432,S.A,Responsable Inscripto,30-67891234-7,2022-01-01,False,Mensual,570388.0,405100,Brasil
D00111,Futuro Corporativo,Empresa,Contacto E,futurocorporativo@mail.com,(+)595 5380-3426,S.A.S,Monotributista,27-23783266-6,2019-02-12,True,Mensual,274376.0,403103,Paraguay
D00137,TecnoAvanzado S.R.L.,Tecnología,Contacto ATS,roberto.sanchez@tecnoavanzado.com,(+)54 9 11 6543 2109,S.R.L,Monotributista,20-22334455-6,2022-05-06,True,Mensual,447298.0,405100,Argentina
D00122,El Parque SRL,Empresa,Contacto ASD,parque@mail.com,(+)591 5550-9224,S.R.L,Responsable Inscripto,24-78912356-7,2018-01-01,True,Semestral,92208.0,403103,Bolivia
D00115,Mercado Popular,Campaña,Contacto VDS,mercadopopular@example.com,(+)55 5550-9219,S.A.S,Monotributista,24-34193456-2,2020-12-22,True,Bimestral,172159.0,405100,Brasil
D00113,Proyecto Gubernamental,Estado,Contacto E,proyectogubernamental@mail.com,(+)598 5550-9219,GOB,Exento,29-75196406-1,2022-01-21,True,Mensual,331280.0,404100,Uruguay
D00117,Automoviles Full,Empresa,Contacto VS,afull@mail.com,(+)598 5550-9221,S.A,Responsable Inscripto,21-38712356-4,2020-01-24,False,Mensual,233279.0,403103,Uruguay
D00120,Supermercado Vegano SRL,Empresa,Contacto VG,supermercadovegano@mail.com,(+)58 5550-9222,S.A,Responsable Inscripto,34-01712356-5,2023-01-25,True,Bimestral,329609.0,403103,Venezuela
D00108,Iniciativa Solidaria,Empresa,Contacto C,iniciativasolidaria@mail.com,(+)55 5747-7433,S.A.S,Monotributista,24-91224120-6,2022-04-10,False,Bimestral,217763.0,404100,Brasil
D00111,Futuro Corporativo,Empresa,Contacto E,futurocorporativo@mail.com,(+)595 5380-3426,S.A.S,Monotributista,27-23783266-6,2019-02-12,True,Mensual,128788.0,403103,Paraguay
D00137,TecnoAvanzado S.R.L.,Tecnología,Contacto ATS,roberto.sanchez@tecnoavanzado.com,(+)54 9 11 6543 2109,S.R.L,Monotributista,20-22334455-6,2022-05-06,True,Mensual,307698.0,405100,Argentina
D00109,Innovatech Solutions,Estado,Contacto B,innovatechsolutions@mail.com,(+)54 5263-2378,S.A,Exento,24-56588769-6,2019-09-08,True,Bimestral,567511.0,404100,Argentina
D00110,Apoyo Logistico S.A.,Empresa,Contacto GH,apoyologisticosa@mail.com,(595) 5030-0105,S.A,Responsable Inscripto,29-01265476-14,2020-02-05,False,Trimestral,168805.0,403103,Paraguay
D00129,Corporación NovaTech,Empresa,Contacto ATEC,gerencia@novatech.com,(+)57 300 123 4567,S.A,Responsable Inscripto,30-98765432-1,2023-01-01,True,Mensual,484258.0,403103,Colombia
D00134,Energía Sustentable S.A.,Campaña,Contacto AES,maria.lopez@energiasustentable.com,(+)55 21 9876 5432,S.A,Responsable Inscripto,33-12345678-9,2023-01-01,False,Mensual,263071.0,405100,Brasil
D00130,Servicios Plus,Empresa,Contacto AT,luis.gonzalez@ecoplus.com,(+)57 301 234 5678,S.A.S,Responsable Inscripto,30-45765232-2,2023-02-01,True,Mensual,18374.0,405100,Colombia
D00133,Energía Futuro S.A.,Empresa,Contacto AEF,maria.lopez@energiasfuturo.com,(+)55 21 9876 5432,S.A,Responsable Inscripto,30-67891234-7,2022-01-01,False,Mensual,349275.0,405100,Brasil
D00113,Proyecto Gubernamental,Estado,Contacto E,proyectogubernamental@mail.com,(+)598 5550-9219,GOB,Exento,29-75196406-1,2022-01-21,True,Mensual,351957.0,404100,Uruguay
D00131,InnovaLogix S.A.,Campaña,Contacto IT,carla.fernandez@innovalogix.com,(+)55 301 234 5678,S.A,Exento,27-65432109-8,2023-01-01,True,Bimestral,242085.0,405100,Brasil
D00135,Logística Global S.R.L.,Campaña,Contacto ALG,global@logisticaglobal.com,(+)56 9 7654 3210,S.R.L,Monotributista,20-98765432-1,2020-01-01,True,Bimestral,572337.0,405100,Chile
D00111,Futuro Corporativo,Empresa,Contacto E,futurocorporativo@mail.com,(+)595 5380-3426,S.A.S,Monotributista,27-23783266-6,2019-02-12,True,Mensual,256681.0,403103,Paraguay
D00137,TecnoAvanzado S.R.L.,Tecnología,Contacto ATS,roberto.sanchez@tecnoavanzado.com,(+)54 9 11 6543 2109,S.R.L,Monotributista,20-22334455-6,2022-05-06,True,Mensual,464627.0,405100,Argentina
D00115,Mercado Popular,Campaña,Contacto VDS,mercadopopular@example.com,(+)55 5550-9219,S.A.S,Monotributista,24-34193456-2,2020-12-22,True,Bimestral,196425.0,405100,Brasil
D00129,Corporación NovaTech,Empresa,Contacto ATEC,gerencia@novatech.com,(+)57 300 123 4567,S.A,Responsable Inscripto,30-98765432-1,2023-01-01,True,Mensual,445529.0,403103,Colombia
D00130,Servicios Plus,Empresa,Contacto AT,luis.gonzalez@ecoplus.com,(+)57 301 234 5678,S.A.S,Responsable Inscripto,30-45765232-2,2023-02-01,True,Mensual,51045.0,405100,Colombia
D00133,Energía Futuro S.A.,Empresa,Contacto AEF,maria.lopez@energiasfuturo.com,(+)55 21 9876 5432,S.A,Responsable Inscripto,30-67891234-7,2022-01-01,False,Mensual,561428.0,405100,Brasil
D00134,Energía Sustentable S.A.,Campaña,Contacto AES,maria.lopez@energiasustentable.com,(+)55 21 9876 5432,S.A,Responsable Inscripto,33-12345678-9,2023-01-01,False,Mensual,525330.0,405100,Brasil
D00120,Supermercado Vegano SRL,Empresa,Contacto VG,supermercadovegano@mail.com,(+)58 5550-9222,S.A,Responsable Inscripto,34-01712356-5,2023-01-25,True,Bimestral,280069.0,403103,Venezuela
D00113,Proyecto Gubernamental,Estado,Contacto E,proyectogubernamental@mail.com,(+)598 5550-9219,GOB,Exento,29-75196406-1,2022-01-21,True,Mensual,357979.0,404100,Uruguay
D00140,EcoTransporte S.A.,Estado,Contacto AET,fernando.lopez@ecotransporte.com,(+)54 9 11 8765 4321,S.A,Exento,30-33445566-7,2022-01-04,False,Semestral,488440.0,405100,Argentina
D00141,Apoyo Social Universal,Estado,Contacto AK,apoyosocialuniversal@example.com,(+)54 9 11 8765 5588,GOB,Exento,30-33675566-8,2021-01-01,False,Trimestral,73476.0,405100,Argentina
D00111,Futuro Corporativo,Empresa,Contacto E,futurocorporativo@mail.com,(+)595 5380-3426,S.A.S,Monotributista,27-23783266-6,2019-02-12,True,Mensual,480666.0,403103,Paraguay
D00108,Iniciativa Solidaria,Empresa,Contacto C,iniciativasolidaria@mail.com,(+)55 5747-7433,S.A.S,Monotributista,24-91224120-6,2022-04-10,False,Bimestral,424093.0,404100,Brasil
D00137,TecnoAvanzado S.R.L.,Tecnología,Contacto ATS,roberto.sanchez@tecnoavanzado.com,(+)54 9 11 6543 2109,S.R.L,Monotributista,20-22334455-6,2022-05-06,True,Mensual,294917.0,405100,Argentina
D00109,Innovatech Solutions,Estado,Contacto B,innovatechsolutions@mail.com,(+)54 5263-2378,S.A,Exento,24-56588769-6,2019-09-08,True,Bimestral,78589.0,404100,Argentina
D00129,Corporación NovaTech,Empresa,Contacto ATEC,gerencia@novatech.com,(+)57 300 123 4567,S.A,Responsable Inscripto,30-98765432-1,2023-01-01,True,Mensual,541508.0,403103,Colombia
D00130,Servicios Plus,Empresa,Contacto AT,luis.gonzalez@ecoplus.com,(+)57 301 234 5678,S.A.S,Responsable Inscripto,30-45765232-2,2023-02-01,True,Mensual,76343.0,405100,Colombia
D00113,Proyecto Gubernamental,Estado,Contacto E,proyectogubernamental@mail.com,(+)598 5550-9219,GOB,Exento,29-75196406-1,2022-01-21,True,Mensual,581485.0,404100,Uruguay
D00134,Energía Sustentable S.A.,Campaña,Contacto AES,maria.lopez@energiasustentable.com,(+)55 21 9876 5432,S.A,Responsable Inscripto,33-12345678-9,2023-01-01,False,Mensual,508349.0,405100,Brasil
D00133,Energía Futuro S.A.,Empresa,Contacto AEF,maria.lopez@energiasfuturo.com,(+)55 21 9876 5432,S.A,Responsable Inscripto,30-67891234-7,2022-01-01,False,Mensual,579438.0,405100,Brasil
D00131,InnovaLogix S.A.,Campaña,Contacto IT,carla.fernandez@innovalogix.com,(+)55 301 234 5678,S.A,Exento,27-65432109-8,2023-01-01,True,Bimestral,460201.0,405100,Brasil
D00135,Logística Global S.R.L.,Campaña,Contacto ALG,global@logisticaglobal.com,(+)56 9 7654 3210,S.R.L,Monotributista,20-98765432-1,2020-01-01,True,Bimestral,604351.0,405100,Chile
D00110,Apoyo Logistico S.A.,Empresa,Contacto GH,apoyologisticosa@mail.com,(595) 5030-0105,S.A,Responsable Inscripto,29-01265476-14,2020-02-05,False,Trimestral,175721.0,403103,Paraguay
D00111,Futuro Corporativo,Empresa,Contacto E,futurocorporativo@mail.com,(+)595 5380-3426,S.A.S,Monotributista,27-23783266-6,2019-02-12,True,Mensual,482346.0,403103,Paraguay
D00137,TecnoAvanzado S.R.L.,Tecnología,Contacto ATS,roberto.sanchez@tecnoavanzado.com,(+)54 9 11 6543 2109,S.R.L,Monotributista,20-22334455-6,2022-05-06,True,Mensual,273536.0,405100,Argentina
D00129,Corporación NovaTech,Empresa,Contacto ATEC,gerencia@novatech.com,(+)57 300 123 4567,S.A,Responsable Inscripto,30-98765432-1,2023-01-01,True,Mensual,440936.0,403103,Colombia
D00130,Servicios Plus,Empresa,Contacto AT,luis.gonzalez@ecoplus.com,(+)57 301 234 5678,S.A.S,Responsable Inscripto,30-45765232-2,2023-02-01,True,Mensual,249539.0,405100,Colombia
D00133,Energía Futuro S.A.,Empresa,Contacto AEF,maria.lopez@energiasfuturo.com,(+)55 21 9876 5432,S.A,Responsable Inscripto,30-67891234-7,2022-01-01,False,Mensual,359406.0,405100,Brasil
D00134,Energía Sustentable S.A.,Campaña,Contacto AES,maria.lopez@energiasustentable.com,(+)55 21 9876 5432,S.A,Responsable Inscripto,33-12345678-9,2023-01-01,False,Mensual,501922.0,405100,Brasil
D00120,Supermercado Vegano SRL,Empresa,Contacto VG,supermercadovegano@mail.com,(+)58 5550-9222,S.A,Responsable Inscripto,34-01712356-5,2023-01-25,True,Bimestral,258235.0,403103,Venezuela
D00113,Proyecto Gubernamental,Estado,Contacto E,proyectogubernamental@mail.com,(+)598 5550-9219,GOB,Exento,29-75196406-1,2022-01-21,True,Mensual,428123.0,404100,Uruguay
D00115,Mercado Popular,Campaña,Contacto VDS,mercadopopular@example.com,(+)55 5550-9219,S.A.S,Monotributista,24-34193456-2,2020-12-22,True,Bimestral,43469.0,405100,Brasil
D00111,Futuro Corporativo,Empresa,Contacto E,futurocorporativo@mail.com,(+)595 5380-3426,S.A.S,Monotributista,27-23783266-6,2019-02-12,True,Mensual,488328.0,403103,Paraguay
D00108,Iniciativa Solidaria,Empresa,Contacto C,iniciativasolidaria@mail.com,(+)55 5747-7433,S.A.S,Monotributista,24-91224120-6,2022-04-10,False,Bimestral,191399.0,404100,Brasil
D00137,TecnoAvanzado S.R.L.,Tecnología,Contacto ATS,roberto.sanchez@tecnoavanzado.com,(+)54 9 11 6543 2109,S.R.L,Monotributista,20-22334455-6,2022-05-06,True,Mensual,477167.0,405100,Argentina
D00109,Innovatech Solutions,Estado,Contacto B,innovatechsolutions@mail.com,(+)54 5263-2378,S.A,Exento,24-56588769-6,2019-09-08,True,Bimestral,778799.0,404100,Argentina
D00113,Proyecto Gubernamental,Estado,Contacto E,proyectogubernamental@mail.com,(+)598 5550-9219,GOB,Exento,29-75196406-1,2022-01-21,True,Mensual,85345.0,404100,Uruguay
D00129,Corporación NovaTech,Empresa,Contacto ATEC,gerencia@novatech.com,(+)57 300 123 4567,S.A,Responsable Inscripto,30-98765432-1,2023-01-01,True,Mensual,312491.0,403103,Colombia
D00130,Servicios Plus,Empresa,Contacto AT,luis.gonzalez@ecoplus.com,(+)57 301 234 5678,S.A.S,Responsable Inscripto,30-45765232-2,2023-02-01,True,Mensual,251130.0,405100,Colombia
D00133,Energía Futuro S.A.,Empresa,Contacto AEF,maria.lopez@energiasfuturo.com,(+)55 21 9876 5432,S.A,Responsable Inscripto,30-67891234-7,2022-01-01,False,Mensual,590415.0,405100,Brasil
