Numero Proveedor,Nombre Proveedor,CUIT,Categoria Proveedor,Tipo de Contribuyente,Contacto,Corre Electronico,Telefono,Razon Social,Importe,Fecha,Nro_Cuenta,Ciudad,Pais,Maps,Ciudad-maps
P00128,Javier González,27-98765432-5,Transporte,Responsable inscripto,Javier González,javier.gonzalez@empresa.jkl,0912-3456,Sociedad Anónima,179746.0,22/07/2020,502100,Buenos Aires,Argentina,"(-34.6083696, -58.4440583)","Buenos Aires, Argentina"
P00128,Javier González,27-98765432-5,Transporte,Responsable inscripto,Javier González,javier.gonzalez@empresa.jkl,0912-3456,Sociedad Anónima,83142.0,13/12/2020,502100,Buenos Aires,Argentina,"(-34.6083696, -58.4440583)","Buenos Aires, Argentina"
P00128,Javier González,27-98765432-5,Transporte,Responsable inscripto,Javier González,javier.gonzalez@empresa.jkl,0912-3456,Sociedad Anónima,59591.0,10/02/2021,502100,Buenos Aires,Argentina,"(-34.6083696, -58.4440583)","Buenos Aires, Argentina"
P00128,Javier González,27-98765432-5,Transporte,Responsable inscripto,Javier González,javier.gonzalez@empresa.jkl,0912-3456,Sociedad Anónima,280267.0,10/10/2022,502100,Buenos Aires,Argentina,"(-34.6083696, -58.4440583)","Buenos Aires, Argentina"
P00129,Patricia Rivas,23-45678901-7,Construcción,Monotributista,Patricia Rivas,patricia.rivas@empresa.mno,0123-4567,S.R.L.,237422.0,26/01/2020,516000,Villa Carlos Paz,Argentina,"(-31.4183774, -64.4936985)","Villa Carlos Paz, Argentina"
P00129,Patricia Rivas,23-45678901-7,Construcción,Monotributista,Patricia Rivas,patricia.rivas@empresa.mno,0123-4567,S.R.L.,13020.0,25/04/2020,516000,Villa Carlos Paz,Argentina,"(-31.4183774, -64.4936985)","Villa Carlos Paz, Argentina"
P00129,Patricia Rivas,23-45678901-7,Construcción,Monotributista,Patricia Rivas,patricia.rivas@empresa.mno,0123-4567,S.R.L.,94240.0,25/07/2020,516000,Villa Carlos Paz,Argentina,"(-31.4183774, -64.4936985)","Villa Carlos Paz, Argentina"
P00129,Patricia Rivas,23-45678901-7,Construcción,Monotributista,Patricia Rivas,patricia.rivas@empresa.mno,0123-4567,S.R.L.,64138.0,16/12/2020,516000,Villa Carlos Paz,Argentina,"(-31.4183774, -64.4936985)","Villa Carlos Paz, Argentina"
P00129,Patricia Rivas,23-45678901-7,Construcción,Monotributista,Patricia Rivas,patricia.rivas@empresa.mno,0123-4567,S.R.L.,209335.0,13/02/2021,516000,Villa Carlos Paz,Argentina,"(-31.4183774, -64.4936985)","Villa Carlos Paz, Argentina"
P00129,Patricia Rivas,23-45678901-7,Construcción,Monotributista,Patricia Rivas,patricia.rivas@empresa.mno,0123-4567,S.R.L.,211622.0,13/10/2022,516000,Villa Carlos Paz,Argentina,"(-31.4183774, -64.4936985)","Villa Carlos Paz, Argentina"
P00130,Fernando Reyes,33-56789012-6,Agroindustria,Responsable inscripto,Fernando Reyes,fernando.reyes@empresa.pqr,0345-6789,Cooperativa,79707.0,29/01/2020,507100,Villa Allende,Argentina,"(-31.2936231, -64.2976203)","Villa Allende, Argentina"
P00130,Fernando Reyes,33-56789012-6,Agroindustria,Responsable inscripto,Fernando Reyes,fernando.reyes@empresa.pqr,0345-6789,Cooperativa,217800.0,28/04/2020,507100,Villa Allende,Argentina,"(-31.2936231, -64.2976203)","Villa Allende, Argentina"
P00130,Fernando Reyes,33-56789012-6,Agroindustria,Responsable inscripto,Fernando Reyes,fernando.reyes@empresa.pqr,0345-6789,Cooperativa,26298.0,28/07/2020,507100,Villa Allende,Argentina,"(-31.2936231, -64.2976203)","Villa Allende, Argentina"
P00130,Fernando Reyes,33-56789012-6,Agroindustria,Responsable inscripto,Fernando Reyes,fernando.reyes@empresa.pqr,0345-6789,Cooperativa,147083.0,19/12/2020,507100,Villa Allende,Argentina,"(-31.2936231, -64.2976203)","Villa Allende, Argentina"
P00130,Fernando Reyes,33-56789012-6,Agroindustria,Responsable inscripto,Fernando Reyes,fernando.reyes@empresa.pqr,0345-6789,Cooperativa,241869.0,16/02/2021,507100,Villa Allende,Argentina,"(-31.2936231, -64.2976203)","Villa Allende, Argentina"
P00130,Fernando Reyes,33-56789012-6,Agroindustria,Responsable inscripto,Fernando Reyes,fernando.reyes@empresa.pqr,0345-6789,Cooperativa,140463.0,16/10/2022,507100,Villa Allende,Argentina,"(-31.2936231, -64.2976203)","Villa Allende, Argentina"
P00131,Valentina Ortega,20-87654321-2,Consultoría,Monotributista,Valentina Ortega,valentina.ortega@empresa.stu,0456-7890,S.R.L.,12989.0,1/02/2020,501400,San Pedro,Argentina,"(33.7358518, -118.2922934)","San Pedro, Argentina"
P00131,Valentina Ortega,20-87654321-2,Consultoría,Monotributista,Valentina Ortega,valentina.ortega@empresa.stu,0456-7890,S.R.L.,268049.0,1/05/2020,501400,San Pedro,Argentina,"(33.7358518, -118.2922934)","San Pedro, Argentina"
P00131,Valentina Ortega,20-87654321-2,Consultoría,Monotributista,Valentina Ortega,valentina.ortega@empresa.stu,0456-7890,S.R.L.,222635.0,1/08/2020,501400,San Pedro,Argentina,"(33.7358518, -118.2922934)","San Pedro, Argentina"
P00131,Valentina Ortega,20-87654321-2,Consultoría,Monotributista,Valentina Ortega,valentina.ortega@empresa.stu,0456-7890,S.R.L.,256449.0,22/12/2020,501400,San Pedro,Argentina,"(33.7358518, -118.2922934)","San Pedro, Argentina"
P00131,Valentina Ortega,20-87654321-2,Consultoría,Monotributista,Valentina Ortega,valentina.ortega@empresa.stu,0456-7890,S.R.L.,141315.0,19/02/2021,501400,San Pedro,Argentina,"(33.7358518, -118.2922934)","San Pedro, Argentina"
P00131,Valentina Ortega,20-87654321-2,Consultoría,Monotributista,Valentina Ortega,valentina.ortega@empresa.stu,0456-7890,S.R.L.,186346.0,19/10/2022,501400,San Pedro,Argentina,"(33.7358518, -118.2922934)","San Pedro, Argentina"
P00132,Andrés Ruiz,30-12345678-9,Tecnología,Responsable inscripto,Andrés Ruiz,andres.ruiz@empresa.tuv,0567-8901,S.A.,249854.0,4/02/2020,509100,General Roca,Argentina,"(-39.0268342, -67.5754674)","General Roca, Argentina"
P00132,Andrés Ruiz,30-12345678-9,Tecnología,Responsable inscripto,Andrés Ruiz,andres.ruiz@empresa.tuv,0567-8901,S.A.,229698.0,4/05/2020,509100,General Roca,Argentina,"(-39.0268342, -67.5754674)","General Roca, Argentina"
P00132,Andrés Ruiz,30-12345678-9,Tecnología,Responsable inscripto,Andrés Ruiz,andres.ruiz@empresa.tuv,0567-8901,S.A.,192599.0,4/08/2020,509100,General Roca,Argentina,"(-39.0268342, -67.5754674)","General Roca, Argentina"
P00132,Andrés Ruiz,30-12345678-9,Tecnología,Responsable inscripto,Andrés Ruiz,andres.ruiz@empresa.tuv,0567-8901,S.A.,152846.0,25/12/2020,509100,General Roca,Argentina,"(-39.0268342, -67.5754674)","General Roca, Argentina"
P00132,Andrés Ruiz,30-12345678-9,Tecnología,Responsable inscripto,Andrés Ruiz,andres.ruiz@empresa.tuv,0567-8901,S.A.,110878.0,7/01/2021,509100,General Roca,Argentina,"(-39.0268342, -67.5754674)","General Roca, Argentina"
P00132,Andrés Ruiz,30-12345678-9,Tecnología,Responsable inscripto,Andrés Ruiz,andres.ruiz@empresa.tuv,0567-8901,S.A.,48679.0,22/09/2022,509100,General Roca,Argentina,"(-39.0268342, -67.5754674)","General Roca, Argentina"
P00132,Andrés Ruiz,30-12345678-9,Tecnología,Responsable inscripto,Andrés Ruiz,andres.ruiz@empresa.tuv,0567-8901,S.A.,50488.0,22/10/2022,509100,General Roca,Argentina,"(-39.0268342, -67.5754674)","General Roca, Argentina"
P00133,Daniela Fernández,27-23456789-4,Energía eólica,Monotributista,Daniela Fernández,daniela.fernandez@empresa.uvw,0678-9012,Sociedad Anónima,127726.0,7/02/2020,501400,Junín,Argentina,"(-11.5, -75.0)","Junín, Argentina"
P00133,Daniela Fernández,27-23456789-4,Energía eólica,Monotributista,Daniela Fernández,daniela.fernandez@empresa.uvw,0678-9012,Sociedad Anónima,102297.0,7/05/2020,501400,Junín,Argentina,"(-11.5, -75.0)","Junín, Argentina"
P00133,Daniela Fernández,27-23456789-4,Energía eólica,Monotributista,Daniela Fernández,daniela.fernandez@empresa.uvw,0678-9012,Sociedad Anónima,150974.0,7/08/2020,501400,Junín,Argentina,"(-11.5, -75.0)","Junín, Argentina"
P00133,Daniela Fernández,27-23456789-4,Energía eólica,Monotributista,Daniela Fernández,daniela.fernandez@empresa.uvw,0678-9012,Sociedad Anónima,256144.0,28/12/2020,501400,Junín,Argentina,"(-11.5, -75.0)","Junín, Argentina"
P00133,Daniela Fernández,27-23456789-4,Energía eólica,Monotributista,Daniela Fernández,daniela.fernandez@empresa.uvw,0678-9012,Sociedad Anónima,31099.0,10/01/2021,501400,Junín,Argentina,"(-11.5, -75.0)","Junín, Argentina"
P00133,Daniela Fernández,27-23456789-4,Energía eólica,Monotributista,Daniela Fernández,daniela.fernandez@empresa.uvw,0678-9012,Sociedad Anónima,194151.0,25/09/2022,501400,Junín,Argentina,"(-11.5, -75.0)","Junín, Argentina"
P00133,Daniela Fernández,27-23456789-4,Energía eólica,Monotributista,Daniela Fernández,daniela.fernandez@empresa.uvw,0678-9012,Sociedad Anónima,126804.0,25/10/2022,501400,Junín,Argentina,"(-11.5, -75.0)","Junín, Argentina"
P00134,Luis Gómez,23-34567890-7,Construcción,Responsable inscripto,Luis Gómez,luis.gomez@empresa.xyz,0789-0123,S.R.L.,243396.0,10/02/2020,516000,Buenos Aires,Argentina,"(-34.6083696, -58.4440583)","Buenos Aires, Argentina"
P00134,Luis Gómez,23-34567890-7,Construcción,Responsable inscripto,Luis Gómez,luis.gomez@empresa.xyz,0789-0123,S.R.L.,24358.0,10/05/2020,516000,Buenos Aires,Argentina,"(-34.6083696, -58.4440583)","Buenos Aires, Argentina"
P00134,Luis Gómez,23-34567890-7,Construcción,Responsable inscripto,Luis Gómez,luis.gomez@empresa.xyz,0789-0123,S.R.L.,60625.0,10/08/2020,516000,Buenos Aires,Argentina,"(-34.6083696, -58.4440583)","Buenos Aires, Argentina"
P00134,Luis Gómez,23-34567890-7,Construcción,Responsable inscripto,Luis Gómez,luis.gomez@empresa.xyz,0789-0123,S.R.L.,161646.0,1/10/2020,516000,Buenos Aires,Argentina,"(-34.6083696, -58.4440583)","Buenos Aires, Argentina"
P00134,Luis Gómez,23-34567890-7,Construcción,Responsable inscripto,Luis Gómez,luis.gomez@empresa.xyz,0789-0123,S.R.L.,135225.0,1/01/2021,516000,Buenos Aires,Argentina,"(-34.6083696, -58.4440583)","Buenos Aires, Argentina"
P00134,Luis Gómez,23-34567890-7,Construcción,Responsable inscripto,Luis Gómez,luis.gomez@empresa.xyz,0789-0123,S.R.L.,249165.0,13/01/2021,516000,Buenos Aires,Argentina,"(-34.6083696, -58.4440583)","Buenos Aires, Argentina"
P00134,Luis Gómez,23-34567890-7,Construcción,Responsable inscripto,Luis Gómez,luis.gomez@empresa.xyz,0789-0123,S.R.L.,219837.0,28/09/2022,516000,Buenos Aires,Argentina,"(-34.6083696, -58.4440583)","Buenos Aires, Argentina"
P00134,Luis Gómez,23-34567890-7,Construcción,Responsable inscripto,Luis Gómez,luis.gomez@empresa.xyz,0789-0123,S.R.L.,173152.0,28/01/2021,516000,Buenos Aires,Argentina,"(-34.6083696, -58.4440583)","Buenos Aires, Argentina"
P00135,Marcela Jiménez,33-45678901-8,Agroindustria,Monotributista,Marcela Jiménez,marcela.jimenez@empresa.abc,0890-1234,Cooperativa,46325.0,13/02/2020,507100,Rafaela,Argentina,"(-31.2526923, -61.4916758)","Rafaela, Argentina"
P00135,Marcela Jiménez,33-45678901-8,Agroindustria,Monotributista,Marcela Jiménez,marcela.jimenez@empresa.abc,0890-1234,Cooperativa,165797.0,13/05/2020,507100,Rafaela,Argentina,"(-31.2526923, -61.4916758)","Rafaela, Argentina"
P00135,Marcela Jiménez,33-45678901-8,Agroindustria,Monotributista,Marcela Jiménez,marcela.jimenez@empresa.abc,0890-1234,Cooperativa,294815.0,13/08/2020,507100,Rafaela,Argentina,"(-31.2526923, -61.4916758)","Rafaela, Argentina"
P00135,Marcela Jiménez,33-45678901-8,Agroindustria,Monotributista,Marcela Jiménez,marcela.jimenez@empresa.abc,0890-1234,Cooperativa,57988.0,4/10/2020,507100,Rafaela,Argentina,"(-31.2526923, -61.4916758)","Rafaela, Argentina"
P00135,Marcela Jiménez,33-45678901-8,Agroindustria,Monotributista,Marcela Jiménez,marcela.jimenez@empresa.abc,0890-1234,Cooperativa,89516.0,4/01/2021,507100,Rafaela,Argentina,"(-31.2526923, -61.4916758)","Rafaela, Argentina"
P00135,Marcela Jiménez,33-45678901-8,Agroindustria,Monotributista,Marcela Jiménez,marcela.jimenez@empresa.abc,0890-1234,Cooperativa,281214.0,16/01/2021,507100,Rafaela,Argentina,"(-31.2526923, -61.4916758)","Rafaela, Argentina"
P00135,Marcela Jiménez,33-45678901-8,Agroindustria,Monotributista,Marcela Jiménez,marcela.jimenez@empresa.abc,0890-1234,Cooperativa,225311.0,1/10/2022,507100,Rafaela,Argentina,"(-31.2526923, -61.4916758)","Rafaela, Argentina"
P00135,Marcela Jiménez,33-45678901-8,Agroindustria,Monotributista,Marcela Jiménez,marcela.jimenez@empresa.abc,0890-1234,Cooperativa,170553.0,1/02/2021,507100,Rafaela,Argentina,"(-31.2526923, -61.4916758)","Rafaela, Argentina"
P00136,Roberto Díaz,20-56789012-3,Tecnología,Responsable inscripto,Roberto Díaz,roberto.diaz@empresa.def,0912-3456,S.A.,220987.0,16/02/2020,509100,Rio Gallegos,Argentina,"(-51.6215268, -69.2150374)","Rio Gallegos, Argentina"
P00136,Roberto Díaz,20-56789012-3,Tecnología,Responsable inscripto,Roberto Díaz,roberto.diaz@empresa.def,0912-3456,S.A.,260964.0,16/05/2020,509100,Rio Gallegos,Argentina,"(-51.6215268, -69.2150374)","Rio Gallegos, Argentina"
P00136,Roberto Díaz,20-56789012-3,Tecnología,Responsable inscripto,Roberto Díaz,roberto.diaz@empresa.def,0912-3456,S.A.,45468.0,16/08/2020,509100,Rio Gallegos,Argentina,"(-51.6215268, -69.2150374)","Rio Gallegos, Argentina"
P00136,Roberto Díaz,20-56789012-3,Tecnología,Responsable inscripto,Roberto Díaz,roberto.diaz@empresa.def,0912-3456,S.A.,135113.0,7/10/2020,509100,Rio Gallegos,Argentina,"(-51.6215268, -69.2150374)","Rio Gallegos, Argentina"
P00136,Roberto Díaz,20-56789012-3,Tecnología,Responsable inscripto,Roberto Díaz,roberto.diaz@empresa.def,0912-3456,S.A.,148154.0,19/01/2021,509100,Rio Gallegos,Argentina,"(-51.6215268, -69.2150374)","Rio Gallegos, Argentina"
P00136,Roberto Díaz,20-56789012-3,Tecnología,Responsable inscripto,Roberto Díaz,roberto.diaz@empresa.def,0912-3456,S.A.,247527.0,4/10/2022,509100,Rio Gallegos,Argentina,"(-51.6215268, -69.2150374)","Rio Gallegos, Argentina"
P00136,Roberto Díaz,20-56789012-3,Tecnología,Responsable inscripto,Roberto Díaz,roberto.diaz@empresa.def,0912-3456,S.A.,212736.0,4/02/2021,509100,Rio Gallegos,Argentina,"(-51.6215268, -69.2150374)","Rio Gallegos, Argentina"
P00137,Camila Martínez,30-67890123-4,Energía solar,Monotributista,Camila Martínez,camila.martinez@empresa.ghi,0123-4567,S.R.L.,221445.0,19/02/2020,501400,Buenos Aires,Argentina,"(-34.6083696, -58.4440583)","Buenos Aires, Argentina"
P00137,Camila Martínez,30-67890123-4,Energía solar,Monotributista,Camila Martínez,camila.martinez@empresa.ghi,0123-4567,S.R.L.,228513.0,19/05/2020,501400,Buenos Aires,Argentina,"(-34.6083696, -58.4440583)","Buenos Aires, Argentina"
P00137,Camila Martínez,30-67890123-4,Energía solar,Monotributista,Camila Martínez,camila.martinez@empresa.ghi,0123-4567,S.R.L.,247726.0,19/08/2020,501400,Buenos Aires,Argentina,"(-34.6083696, -58.4440583)","Buenos Aires, Argentina"
P00137,Camila Martínez,30-67890123-4,Energía solar,Monotributista,Camila Martínez,camila.martinez@empresa.ghi,0123-4567,S.R.L.,295302.0,10/10/2020,501400,Buenos Aires,Argentina,"(-34.6083696, -58.4440583)","Buenos Aires, Argentina"
P00137,Camila Martínez,30-67890123-4,Energía solar,Monotributista,Camila Martínez,camila.martinez@empresa.ghi,0123-4567,S.R.L.,217867.0,22/01/2021,501400,Buenos Aires,Argentina,"(-34.6083696, -58.4440583)","Buenos Aires, Argentina"
P00137,Camila Martínez,30-67890123-4,Energía solar,Monotributista,Camila Martínez,camila.martinez@empresa.ghi,0123-4567,S.R.L.,223875.0,7/10/2022,501400,Buenos Aires,Argentina,"(-34.6083696, -58.4440583)","Buenos Aires, Argentina"
P00137,Camila Martínez,30-67890123-4,Energía solar,Monotributista,Camila Martínez,camila.martinez@empresa.ghi,0123-4567,S.R.L.,151708.0,7/02/2021,501400,Buenos Aires,Argentina,"(-34.6083696, -58.4440583)","Buenos Aires, Argentina"
P00138,Santiago López,27-78901234-6,Transporte,Responsable inscripto,Santiago López,santiago.lopez@empresa.jkl,0345-6789,Sociedad Anónima,94895.0,22/02/2020,502100,Mendoza,Argentina,"(-34.787093049999996, -68.43818677312292)","Mendoza, Argentina"
P00138,Santiago López,27-78901234-6,Transporte,Responsable inscripto,Santiago López,santiago.lopez@empresa.jkl,0345-6789,Sociedad Anónima,91564.0,22/05/2020,502100,Mendoza,Argentina,"(-34.787093049999996, -68.43818677312292)","Mendoza, Argentina"
P00138,Santiago López,27-78901234-6,Transporte,Responsable inscripto,Santiago López,santiago.lopez@empresa.jkl,0345-6789,Sociedad Anónima,175561.0,22/08/2020,502100,Mendoza,Argentina,"(-34.787093049999996, -68.43818677312292)","Mendoza, Argentina"
P00138,Santiago López,27-78901234-6,Transporte,Responsable inscripto,Santiago López,santiago.lopez@empresa.jkl,0345-6789,Sociedad Anónima,73794.0,13/10/2020,502100,Mendoza,Argentina,"(-34.787093049999996, -68.43818677312292)","Mendoza, Argentina"
P00138,Santiago López,27-78901234-6,Transporte,Responsable inscripto,Santiago López,santiago.lopez@empresa.jkl,0345-6789,Sociedad Anónima,73794.0,25/01/2021,502100,Mendoza,Argentina,"(-34.787093049999996, -68.43818677312292)","Mendoza, Argentina"
P00138,Santiago López,27-78901234-6,Transporte,Responsable inscripto,Santiago López,santiago.lopez@empresa.jkl,0345-6789,Sociedad Anónima,148032.0,10/10/2022,502100,Mendoza,Argentina,"(-34.787093049999996, -68.43818677312292)","Mendoza, Argentina"
P00138,Santiago López,27-78901234-6,Transporte,Responsable inscripto,Santiago López,santiago.lopez@empresa.jkl,0345-6789,Sociedad Anónima,279688.0,10/02/2021,502100,Mendoza,Argentina,"(-34.787093049999996, -68.43818677312292)","Mendoza, Argentina"
P00139,Fernanda García,23-89012345-9,Construcción,Monotributista,Fernanda García,fernanda.garcia@empresa.mno,0456-7890,S.R.L.,139765.0,25/02/2020,516000,Cordoba,Argentina,"(37.8845813, -4.7760138)","Cordoba, Argentina"
P00139,Fernanda García,23-89012345-9,Construcción,Monotributista,Fernanda García,fernanda.garcia@empresa.mno,0456-7890,S.R.L.,143944.0,25/05/2020,516000,Cordoba,Argentina,"(37.8845813, -4.7760138)","Cordoba, Argentina"
P00139,Fernanda García,23-89012345-9,Construcción,Monotributista,Fernanda García,fernanda.garcia@empresa.mno,0456-7890,S.R.L.,158384.0,25/08/2020,516000,Cordoba,Argentina,"(37.8845813, -4.7760138)","Cordoba, Argentina"
P00139,Fernanda García,23-89012345-9,Construcción,Monotributista,Fernanda García,fernanda.garcia@empresa.mno,0456-7890,S.R.L.,106432.0,16/10/2020,516000,Cordoba,Argentina,"(37.8845813, -4.7760138)","Cordoba, Argentina"
P00139,Fernanda García,23-89012345-9,Construcción,Monotributista,Fernanda García,fernanda.garcia@empresa.mno,0456-7890,S.R.L.,106432.0,28/01/2021,516000,Cordoba,Argentina,"(37.8845813, -4.7760138)","Cordoba, Argentina"
P00139,Fernanda García,23-89012345-9,Construcción,Monotributista,Fernanda García,fernanda.garcia@empresa.mno,0456-7890,S.R.L.,42668.0,13/10/2022,516000,Cordoba,Argentina,"(37.8845813, -4.7760138)","Cordoba, Argentina"
P00139,Fernanda García,23-89012345-9,Construcción,Monotributista,Fernanda García,fernanda.garcia@empresa.mno,0456-7890,S.R.L.,72059.0,13/02/2021,516000,Cordoba,Argentina,"(37.8845813, -4.7760138)","Cordoba, Argentina"
P00140,Nicolás Castillo,33-90123456-0,Agroindustria,Responsable inscripto,Nicolás Castillo,nicolas.castillo@empresa.pqr,0567-8901,Cooperativa,248599.0,28/02/2020,507100,Rosario,Argentina,"(-32.9593609, -60.6617024)","Rosario, Argentina"
P00140,Nicolás Castillo,33-90123456-0,Agroindustria,Responsable inscripto,Nicolás Castillo,nicolas.castillo@empresa.pqr,0567-8901,Cooperativa,159738.0,28/05/2020,507100,Rosario,Argentina,"(-32.9593609, -60.6617024)","Rosario, Argentina"
P00140,Nicolás Castillo,33-90123456-0,Agroindustria,Responsable inscripto,Nicolás Castillo,nicolas.castillo@empresa.pqr,0567-8901,Cooperativa,122240.0,28/08/2020,507100,Rosario,Argentina,"(-32.9593609, -60.6617024)","Rosario, Argentina"
P00140,Nicolás Castillo,33-90123456-0,Agroindustria,Responsable inscripto,Nicolás Castillo,nicolas.castillo@empresa.pqr,0567-8901,Cooperativa,90675.0,19/10/2020,507100,Rosario,Argentina,"(-32.9593609, -60.6617024)","Rosario, Argentina"
P00140,Nicolás Castillo,33-90123456-0,Agroindustria,Responsable inscripto,Nicolás Castillo,nicolas.castillo@empresa.pqr,0567-8901,Cooperativa,90675.0,1/02/2021,507100,Rosario,Argentina,"(-32.9593609, -60.6617024)","Rosario, Argentina"
P00140,Nicolás Castillo,33-90123456-0,Agroindustria,Responsable inscripto,Nicolás Castillo,nicolas.castillo@empresa.pqr,0567-8901,Cooperativa,81679.0,16/10/2022,507100,Rosario,Argentina,"(-32.9593609, -60.6617024)","Rosario, Argentina"
P00140,Nicolás Castillo,33-90123456-0,Agroindustria,Responsable inscripto,Nicolás Castillo,nicolas.castillo@empresa.pqr,0567-8901,Cooperativa,117043.0,16/02/2021,507100,Rosario,Argentina,"(-32.9593609, -60.6617024)","Rosario, Argentina"
P00141,Juliana Pérez,20-01234567-4,Consultoría,Monotributista,Juliana Pérez,juliana.perez@empresa.stu,0678-9012,S.R.L.,130696.0,2/03/2020,501400,San Juan,Argentina,"(18.384239049999998, -66.05343997364733)","San Juan, Argentina"
P00141,Juliana Pérez,20-01234567-4,Consultoría,Monotributista,Juliana Pérez,juliana.perez@empresa.stu,0678-9012,S.R.L.,207725.0,1/06/2020,501400,San Juan,Argentina,"(18.384239049999998, -66.05343997364733)","San Juan, Argentina"
P00141,Juliana Pérez,20-01234567-4,Consultoría,Monotributista,Juliana Pérez,juliana.perez@empresa.stu,0678-9012,S.R.L.,121055.0,1/09/2020,501400,San Juan,Argentina,"(18.384239049999998, -66.05343997364733)","San Juan, Argentina"
P00141,Juliana Pérez,20-01234567-4,Consultoría,Monotributista,Juliana Pérez,juliana.perez@empresa.stu,0678-9012,S.R.L.,252093.0,22/10/2020,501400,San Juan,Argentina,"(18.384239049999998, -66.05343997364733)","San Juan, Argentina"
P00141,Juliana Pérez,20-01234567-4,Consultoría,Monotributista,Juliana Pérez,juliana.perez@empresa.stu,0678-9012,S.R.L.,252093.0,4/02/2021,501400,San Juan,Argentina,"(18.384239049999998, -66.05343997364733)","San Juan, Argentina"
P00141,Juliana Pérez,20-01234567-4,Consultoría,Monotributista,Juliana Pérez,juliana.perez@empresa.stu,0678-9012,S.R.L.,280320.0,19/10/2022,501400,San Juan,Argentina,"(18.384239049999998, -66.05343997364733)","San Juan, Argentina"
P00141,Juliana Pérez,20-01234567-4,Consultoría,Monotributista,Juliana Pérez,juliana.perez@empresa.stu,0678-9012,S.R.L.,11442.0,19/02/2021,501400,San Juan,Argentina,"(18.384239049999998, -66.05343997364733)","San Juan, Argentina"
P00142,Diego Fernández,30-12345678-5,Tecnología,Responsable inscripto,Diego Fernández,diego.fernandez@empresa.uvw,0789-0123,S.A.,88206.0,5/03/2020,509100,San Rafael,Argentina,"(37.9747795, -122.5316686)","San Rafael, Argentina"
P00142,Diego Fernández,30-12345678-5,Tecnología,Responsable inscripto,Diego Fernández,diego.fernandez@empresa.uvw,0789-0123,S.A.,103821.0,4/06/2020,509100,San Rafael,Argentina,"(37.9747795, -122.5316686)","San Rafael, Argentina"
P00142,Diego Fernández,30-12345678-5,Tecnología,Responsable inscripto,Diego Fernández,diego.fernandez@empresa.uvw,0789-0123,S.A.,52184.0,4/09/2020,509100,San Rafael,Argentina,"(37.9747795, -122.5316686)","San Rafael, Argentina"
P00142,Diego Fernández,30-12345678-5,Tecnología,Responsable inscripto,Diego Fernández,diego.fernandez@empresa.uvw,0789-0123,S.A.,85168.0,25/10/2020,509100,San Rafael,Argentina,"(37.9747795, -122.5316686)","San Rafael, Argentina"
P00142,Diego Fernández,30-12345678-5,Tecnología,Responsable inscripto,Diego Fernández,diego.fernandez@empresa.uvw,0789-0123,S.A.,85168.0,7/02/2021,509100,San Rafael,Argentina,"(37.9747795, -122.5316686)","San Rafael, Argentina"
P00142,Diego Fernández,30-12345678-5,Tecnología,Responsable inscripto,Diego Fernández,diego.fernandez@empresa.uvw,0789-0123,S.A.,34695.0,22/10/2022,509100,San Rafael,Argentina,"(37.9747795, -122.5316686)","San Rafael, Argentina"
P00142,Diego Fernández,30-12345678-5,Tecnología,Responsable inscripto,Diego Fernández,diego.fernandez@empresa.uvw,0789-0123,S.A.,10587.0,22/09/2022,509100,San Rafael,Argentina,"(37.9747795, -122.5316686)","San Rafael, Argentina"
P00143,Mariana Gómez,27-23456789-6,Energía eólica,Monotributista,Mariana Gómez,mariana.gomez@empresa.xyz,0890-1234,Sociedad Anónima,255727.0,8/03/2020,501400,Posadas,Argentina,"(-27.3664824, -55.894295)","Posadas, Argentina"
P00143,Mariana Gómez,27-23456789-6,Energía eólica,Monotributista,Mariana Gómez,mariana.gomez@empresa.xyz,0890-1234,Sociedad Anónima,253296.0,7/06/2020,501400,Posadas,Argentina,"(-27.3664824, -55.894295)","Posadas, Argentina"
P00143,Mariana Gómez,27-23456789-6,Energía eólica,Monotributista,Mariana Gómez,mariana.gomez@empresa.xyz,0890-1234,Sociedad Anónima,200021.0,7/09/2020,501400,Posadas,Argentina,"(-27.3664824, -55.894295)","Posadas, Argentina"
P00143,Mariana Gómez,27-23456789-6,Energía eólica,Monotributista,Mariana Gómez,mariana.gomez@empresa.xyz,0890-1234,Sociedad Anónima,278387.0,28/10/2020,501400,Posadas,Argentina,"(-27.3664824, -55.894295)","Posadas, Argentina"
P00143,Mariana Gómez,27-23456789-6,Energía eólica,Monotributista,Mariana Gómez,mariana.gomez@empresa.xyz,0890-1234,Sociedad Anónima,278387.0,10/02/2021,501400,Posadas,Argentina,"(-27.3664824, -55.894295)","Posadas, Argentina"
P00143,Mariana Gómez,27-23456789-6,Energía eólica,Monotributista,Mariana Gómez,mariana.gomez@empresa.xyz,0890-1234,Sociedad Anónima,82635.0,25/10/2022,501400,Posadas,Argentina,"(-27.3664824, -55.894295)","Posadas, Argentina"
P00143,Mariana Gómez,27-23456789-6,Energía eólica,Monotributista,Mariana Gómez,mariana.gomez@empresa.xyz,0890-1234,Sociedad Anónima,13020.0,25/09/2022,501400,Posadas,Argentina,"(-27.3664824, -55.894295)","Posadas, Argentina"
